id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
59,59.0,319.0,63.0,2017-03-05,NOP,LAL,W 105-97,1,36:28,10,22,.455,0,1,.000,10,21,.476,.455,11,17,.647,2,7,9,2,2,3,1,0,31,25.2,17,True
60,60.0,320.0,64.0,2017-03-06,NOP,UTA,L 83-88,1,37:18,7,17,.412,1,3,.333,6,14,.429,.441,5,6,.833,5,7,12,1,2,0,5,2,20,13.0,-8,True
61,61.0,321.0,65.0,2017-03-08,NOP,TOR,L 87-94,1,17:07,2,4,.500,0,0,,2,4,.500,.500,3,5,.600,0,4,4,1,0,0,1,1,7,4.7,3,False
62,62.0,322.0,66.0,2017-03-11,NOP,CHO,W 125-122 (OT),1,45:17,18,31,.581,4,5,.800,14,26,.538,.645,6,8,.750,4,17,21,3,0,1,0,1,46,41.0,8,True
63,63.0,323.0,67.0,2017-03-14,NOP,POR,W 100-77,1,29:00,5,15,.333,0,0,,5,15,.333,.333,5,6,.833,3,11,14,2,2,3,0,1,15,16.6,22,False
64,64.0,324.0,68.0,2017-03-15,NOP,MIA,L 112-120,1,34:41,7,17,.412,0,1,.000,7,16,.438,.412,13,18,.722,2,6,8,1,3,3,2,2,27,22.1,-8,True
65,65.0,325.0,69.0,2017-03-17,NOP,HOU,W 128-112,1,37:53,10,18,.556,0,1,.000,10,17,.588,.556,4,5,.800,1,14,15,3,1,3,4,3,24,19.9,11,False
66,66.0,326.0,70.0,2017-03-19,NOP,MIN,W 123-109,1,35:12,11,16,.688,0,2,.000,11,14,.786,.688,6,6,1.000,4,7,11,3,0,0,5,1,28,22.8,16,False
67,67.0,327.0,71.0,2017-03-21,NOP,MEM,W 95-82,1,40:15,9,18,.500,0,2,.000,9,16,.563,.500,1,2,.500,3,10,13,0,0,0,2,2,19,11.9,24,False
68,68.0,328.0,72.0,2017-03-24,NOP,HOU,L 107-117,1,40:52,14,24,.583,0,1,.000,14,23,.609,.583,5,6,.833,3,13,16,1,3,1,1,2,33,30.0,-9,True
69,69.0,329.0,73.0,2017-03-26,NOP,DEN,W 115-90,1,28:27,12,17,.706,1,2,.500,11,15,.733,.735,6,7,.857,1,12,13,3,0,1,3,3,31,26.4,20,True
70,70.0,330.0,74.0,2017-03-27,NOP,UTA,L 100-108,1,41:13,12,23,.522,1,2,.500,11,21,.524,.543,11,14,.786,1,16,17,3,3,3,1,1,36,34.8,0,True
71,71.0,331.0,75.0,2017-03-29,NOP,DAL,W 121-118,1,35:51,11,22,.500,0,1,.000,11,21,.524,.500,8,8,1.000,4,10,14,2,2,1,1,1,30,27.5,1,False
72,72.0,332.0,76.0,2017-03-31,NOP,SAC,W 117-89,1,33:38,9,19,.474,0,2,.000,9,17,.529,.474,1,1,1.000,4,8,12,2,1,6,1,2,19,19.3,25,False
73,73.0,333.0,77.0,2017-04-02,NOP,CHI,L 110-117,1,40:01,8,19,.421,1,4,.250,7,15,.467,.447,13,14,.929,2,9,11,2,3,1,3,2,30,24.9,-6,False
74,74.0,334.0,78.0,2017-04-04,NOP,DEN,L 131-134,1,40:46,18,31,.581,2,5,.400,16,26,.615,.613,3,3,1.000,2,3,5,0,1,4,0,3,41,31.4,9,False
75,75.0,335.0,79.0,2017-04-07,NOP,DEN,L 106-122,1,23:56,11,27,.407,0,3,.000,11,24,.458,.407,3,5,.600,2,4,6,0,1,0,1,2,25,11.5,-2,True
76,,,,,,,31-44,75,2704,770,1526,.505,40,134,.299,730,1392,.524,.518,519,647,.802,172,712,884,157,94,167,181,168,2099,22.6,51,False
