Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Wednesday,8,8,278,69,142,8,28,57,67,14,67,25,11,13,14,19,203,,.486,.286,.851,,.592,29.0,119,103,+0.9,,34.8,25.4,8.4,3.1
,Thursday,6,6,201,48,95,4,17,58,68,13,60,18,7,10,17,17,158,,.505,.235,.853,,.632,29.9,121,103,+3.1,,33.4,26.3,10.0,3.0
,Friday,12,12,415,125,233,19,52,98,116,25,122,36,15,38,30,30,367,,.536,.365,.845,,.646,31.7,124,99,+13.8,,34.6,30.6,10.2,3.0
,Saturday,8,8,269,53,108,9,27,43,51,12,57,31,15,15,19,16,158,,.491,.333,.843,,.606,23.5,118,108,-4.5,,33.7,19.8,7.1,3.9
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,62,62,2131,551,1096,72,218,444,525,142,577,200,91,143,154,156,1618,,.503,.330,.846,,.610,29.5,120,102,+5.4,,34.4,26.1,9.3,3.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,4,4,168,52,97,3,17,25,33,7,41,12,8,10,4,10,132,,.536,.176,.758,,.592,30.6,120,106,+5.5,,42.0,33.0,10.3,3.0
,30-39,45,45,1607,424,846,64,177,345,403,111,441,151,72,109,117,116,1257,,.501,.362,.856,,.614,30.1,121,103,+5.2,,35.7,27.9,9.8,3.4
,20-29,13,13,356,75,153,5,24,74,89,24,95,37,11,24,33,30,229,,.490,.208,.831,,.596,26.5,113,101,+6.2,,27.4,17.6,7.3,2.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,6,6,183,38,63,5,12,44,51,11,46,19,9,12,18,10,125,,.603,.417,.863,,.732,24.3,130,102,+9.5,,30.5,20.8,7.7,3.2
,1 Day,37,37,1280,340,682,47,136,266,313,87,355,115,58,85,82,93,993,,.499,.346,.850,,.606,29.9,121,101,+4.8,,34.6,26.8,9.6,3.1
,2 Days,13,13,461,121,240,13,48,76,87,26,116,40,19,27,36,34,331,,.504,.271,.874,,.595,29.3,115,103,+9.9,,35.5,25.5,8.9,3.1
,3+ Days,6,6,208,52,111,7,22,58,74,18,60,26,5,19,18,19,169,,.468,.318,.784,,.589,32.6,118,110,-4.6,,34.6,28.2,10.0,4.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,22,22,744,172,372,29,85,136,159,47,197,70,28,59,58,62,509,,.462,.341,.855,,.576,28.5,113,100,+2.9,,33.8,23.1,9.0,3.2
,Western,40,40,1387,379,724,43,133,308,366,95,380,130,63,84,96,94,1109,,.523,.323,.842,,.627,30.1,123,104,+6.7,,34.7,27.7,9.5,3.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,10,10,334,73,150,18,37,61,70,18,81,29,15,20,27,27,225,,.487,.486,.871,,.622,27.0,117,105,-1.6,,33.4,22.5,8.1,2.9
,Central,5,5,177,37,94,2,20,37,42,14,45,14,7,18,12,16,113,,.394,.100,.881,,.502,28.9,105,100,-5.5,,35.4,22.6,9.0,2.8
,Northwest,14,14,495,150,277,22,56,106,127,29,129,51,25,29,28,36,428,,.542,.393,.835,,.643,31.2,129,108,+4.1,,35.4,30.6,9.2,3.6
,Pacific,11,11,378,87,174,8,33,94,113,17,88,38,16,16,29,27,276,,.500,.242,.832,,.617,28.2,121,104,+8.7,,34.4,25.1,8.0,3.5
,Southeast,7,7,234,62,128,9,28,38,47,15,71,27,6,21,19,19,171,,.484,.321,.809,,.575,30.2,114,93,+15.8,,33.4,24.4,10.1,3.9
,Southwest,15,15,514,142,273,13,44,108,126,49,163,41,22,39,39,31,405,,.520,.295,.857,,.617,30.5,120,100,+7.6,,34.2,27.0,10.9,2.7
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,2,2,64,16,37,0,8,9,12,2,14,8,1,7,9,6,41,,.432,.000,.750,,.485,32.9,92,95,+2.1,,31.9,20.5,7.0,4.0
,Boston,2,2,62,13,32,3,5,12,15,7,17,5,1,4,8,8,41,,.406,.600,.800,,.531,31.4,102,118,-20.6,,30.8,20.5,8.5,2.5
,Brooklyn,2,2,63,13,28,5,11,11,13,3,19,4,1,2,3,7,42,,.464,.455,.846,,.623,25.1,124,108,+0.8,,31.7,21.0,9.5,2.0
,Chicago,1,1,31,6,15,1,2,2,2,3,7,3,1,3,3,4,15,,.400,.500,1.000,,.472,24.5,96,105,-5.8,,31.4,15.0,7.0,3.0
,Charlotte,1,1,32,10,19,3,5,6,6,2,14,3,1,3,5,3,29,,.526,.600,1.000,,.670,35.1,114,90,+7.2,,32.5,29.0,14.0,3.0
,Dallas,3,3,114,33,61,1,8,14,17,5,27,8,5,5,7,5,81,,.541,.125,.824,,.591,29.5,112,101,+8.5,,38.1,27.0,9.0,2.7
,Denver,4,4,150,43,79,5,14,26,36,13,37,9,5,9,10,10,117,,.544,.357,.722,,.617,30.8,124,117,+5.3,,37.5,29.3,9.3,2.3
,Detroit,1,1,38,7,16,1,4,9,10,1,11,2,3,8,0,3,24,,.438,.250,.900,,.588,22.4,131,81,-13.8,,38.0,24.0,11.0,2.0
,Golden State,2,2,60,15,27,1,3,19,25,3,16,5,5,3,5,4,50,,.556,.333,.760,,.658,28.9,127,93,+16.0,,30.2,25.0,8.0,2.5
,Houston,2,2,70,19,29,0,0,11,14,6,25,6,3,4,7,4,49,,.655,,.786,,.697,25.2,120,109,-8.9,,35.0,24.5,12.5,3.0
,Indiana,1,1,35,3,14,0,4,2,2,3,8,4,2,2,4,1,8,,.214,.000,1.000,,.269,20.7,67,111,-26.7,,35.5,8.0,8.0,4.0
,LA Clippers,4,4,146,35,76,4,17,39,47,6,30,14,5,5,11,16,113,,.461,.235,.830,,.584,31.3,116,107,+0.7,,36.6,28.3,7.5,3.5
,Memphis,4,4,121,29,60,6,15,41,49,17,46,13,4,16,8,7,105,,.483,.400,.837,,.644,30.8,133,94,+8.1,,30.1,26.3,11.5,3.3
,Miami,2,2,73,22,37,4,9,11,13,3,18,8,2,6,3,7,59,,.595,.444,.846,,.691,26.4,139,95,+25.6,,36.6,29.5,9.0,4.0
,Milwaukee,2,2,72,21,49,0,10,24,28,7,19,5,1,5,5,8,66,,.429,.000,.857,,.538,38.2,111,103,+9.1,,36.1,33.0,9.5,2.5
,Minnesota,1,1,39,20,29,0,2,10,10,3,7,6,4,1,1,1,50,,.690,.000,1.000,,.749,37.3,160,115,+23.0,,39.3,50.0,7.0,6.0
,New Orleans,3,3,111,36,72,4,12,32,35,11,36,5,7,8,7,9,108,,.500,.333,.914,,.618,35.4,123,99,+12.6,,37.1,36.0,12.0,1.7
,New York,2,2,58,9,22,1,3,14,15,1,11,10,4,4,4,2,33,,.409,.333,.933,,.577,25.4,118,89,+15.0,,29.1,16.5,5.5,5.0
,Oklahoma City,3,3,102,25,54,7,15,19,21,6,26,16,5,2,4,10,76,,.463,.467,.905,,.601,27.9,128,111,-3.2,,33.9,25.3,8.7,5.3
,Orlando,1,1,37,6,20,1,4,3,4,4,12,6,2,2,2,2,16,,.300,.250,.750,,.368,28.8,94,88,+5.6,,36.6,16.0,12.0,6.0
,Philadelphia,2,2,78,26,41,6,10,10,12,3,20,4,6,3,7,4,68,,.634,.600,.833,,.735,30.8,126,103,+12.7,,38.8,34.0,10.0,2.0
,Phoenix,3,3,106,27,50,2,8,19,22,7,33,11,3,3,7,4,75,,.540,.250,.864,,.628,25.9,126,105,+14.0,,35.5,25.0,11.0,3.7
,Portland,3,3,107,33,59,6,15,24,29,5,34,13,5,8,9,6,96,,.559,.400,.828,,.669,30.7,127,108,-0.4,,35.6,32.0,11.3,4.3
,Sacramento,2,2,65,10,21,1,5,17,19,1,9,8,3,5,6,3,38,,.476,.200,.895,,.647,24.3,121,107,+11.3,,32.6,19.0,4.5,4.0
,San Antonio,3,3,98,25,51,2,9,10,11,10,29,9,3,6,10,6,62,,.490,.222,.909,,.555,29.4,107,99,+11.9,,32.6,20.7,9.7,3.0
,Toronto,2,2,73,12,27,3,8,14,15,4,14,6,3,7,5,6,41,,.444,.375,.933,,.610,22.3,116,104,-14.7,,36.4,20.5,7.0,3.0
,Utah,3,3,97,29,56,4,10,27,31,2,25,7,6,9,4,9,89,,.518,.400,.871,,.639,33.2,126,90,+7.6,,32.4,29.7,8.3,2.3
,Washington,1,1,27,8,15,1,2,9,12,4,13,2,0,3,0,1,26,,.533,.500,.750,,.641,30.3,142,92,+44.4,,27.4,26.0,13.0,2.0
