Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Dallas,1,1,39,8,18,0,3,4,5,0,12,2,0,0,6,4,20,,.444,.000,.800,,.495,31.5,76,99,+27.6,,39.4,20.0,12.0,2.0
,Denver,1,1,35,11,25,0,0,6,6,1,9,8,2,3,2,0,28,,.440,,1.000,,.507,36.3,108,116,-13.2,,34.6,28.0,9.0,8.0
,Detroit,2,2,77,21,34,2,3,10,13,1,20,8,6,8,3,5,54,,.618,.667,.769,,.680,23.4,131,97,+5.4,,38.7,27.0,10.0,4.0
,Golden State,2,2,74,20,39,1,6,8,17,4,18,6,1,5,0,3,49,,.513,.167,.471,,.527,25.8,115,110,-4.9,,37.2,24.5,9.0,3.0
,Houston,2,2,65,18,35,0,4,7,10,7,22,5,4,4,7,5,43,,.514,.000,.700,,.546,29.6,102,91,+3.6,,32.3,21.5,11.0,2.5
,LA Clippers,2,2,74,22,39,0,4,13,18,12,27,6,2,3,3,4,57,,.564,.000,.722,,.607,29.5,131,120,-10.3,,37.1,28.5,13.5,3.0
,Memphis,2,2,72,17,33,2,7,8,11,4,16,3,1,5,5,2,44,,.515,.286,.727,,.581,26.3,108,114,-4.5,,35.9,22.0,8.0,1.5
,Miami,1,1,45,10,23,1,2,3,4,5,13,4,1,1,4,3,24,,.435,.500,.750,,.485,28.3,100,105,-4.3,,44.5,24.0,13.0,4.0
,Milwaukee,2,2,74,17,25,0,1,6,10,6,18,8,1,5,2,6,40,,.680,.000,.600,,.680,17.8,139,117,-1.9,,37.0,20.0,9.0,4.0
,Minnesota,2,2,51,11,20,0,2,9,11,2,9,2,3,4,5,6,31,,.550,.000,.818,,.624,25.6,104,104,-22.1,,25.5,15.5,4.5,1.0
,New Orleans,1,1,37,8,17,1,2,6,9,0,12,6,1,0,2,4,23,,.471,.500,.667,,.549,27.1,112,114,+5.1,,36.7,23.0,12.0,6.0
,New York,2,2,75,20,36,1,2,7,16,10,23,6,3,4,2,4,48,,.556,.500,.438,,.558,24.8,118,102,+10.7,,37.6,24.0,11.5,3.0
,Oklahoma City,2,2,75,23,42,0,2,13,16,10,26,7,2,2,5,5,59,,.548,.000,.813,,.602,30.2,123,112,-13.2,,37.3,29.5,13.0,3.5
,Philadelphia,1,1,34,14,21,0,1,3,3,3,12,1,2,4,3,4,31,,.667,.000,1.000,,.694,33.1,121,94,-10.0,,33.7,31.0,12.0,1.0
,Phoenix,2,2,74,16,36,0,3,11,13,6,27,4,2,3,4,3,43,,.444,.000,.846,,.515,25.9,105,109,-15.4,,36.8,21.5,13.5,2.0
,Portland,3,3,85,19,34,0,1,11,18,6,25,8,1,8,5,8,49,,.559,.000,.611,,.584,24.9,115,100,-5.9,,28.2,16.3,8.3,2.7
,Sacramento,2,2,84,21,44,0,7,6,10,3,15,7,5,6,3,7,48,,.477,.000,.600,,.496,27.5,105,99,-3.6,,41.8,24.0,7.5,3.5
,San Antonio,2,2,82,29,55,2,7,9,11,12,32,10,1,5,3,2,69,,.527,.286,.818,,.577,33.3,125,104,+1.7,,41.0,34.5,16.0,5.0
,Utah,1,1,17,7,9,1,1,2,2,1,2,2,1,2,0,1,17,,.778,1.000,1.000,,.860,26.7,177,103,-9.7,,16.6,17.0,2.0,2.0
