Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
46,,52,2015-02-09,NOP,,UTA,L 96-100,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
46,,53,2015-02-11,NOP,,IND,L 93-106,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,178,54,2015-02-20,NOP,@,ORL,L 84-95,1,38:17,5,15,.333,0,0,,5,15,.333,.333,3,4,.750,3,8,11,1,0,2,4,1,13,6.3,-9
48,179,55,2015-02-21,NOP,@,MIA,W 105-91,1,08:53,2,8,.250,0,0,,2,8,.250,.250,2,2,1.000,2,4,6,0,0,0,1,0,6,2.8,7
48,,56,2015-02-23,NOP,,TOR,W 100-97,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,,57,2015-02-25,NOP,,BRK,W 102-96,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,58,2015-02-27,NOP,,MIA,W 104-102,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,59,2015-03-01,NOP,@,DEN,W 99-92,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,60,2015-03-02,NOP,@,DAL,L 93-102,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
49,180,61,2015-03-04,NOP,,DET,W 88-85,1,41:50,17,30,.567,0,0,,17,30,.567,.567,5,7,.714,4,9,13,2,3,8,1,1,39,38.1,9
50,181,62,2015-03-06,NOP,,BOS,L 98-104,1,42:14,11,21,.524,0,0,,11,21,.524,.524,7,8,.875,2,12,14,2,1,3,3,2,29,24.0,-3
51,182,63,2015-03-07,NOP,,MEM,W 95-89,1,40:27,11,21,.524,0,0,,11,21,.524,.524,1,1,1.000,1,9,10,1,0,5,2,4,23,16.7,8
52,183,64,2015-03-09,NOP,@,MIL,W 114-103,1,40:39,17,23,.739,0,0,,17,23,.739,.739,9,11,.818,4,6,10,6,1,2,4,3,43,38.9,9
53,184,65,2015-03-10,NOP,@,BRK,W 111-91,1,28:03,5,16,.313,0,0,,5,16,.313,.313,5,6,.833,1,5,6,5,0,3,0,2,15,12.4,14
54,185,66,2015-03-15,NOP,,DEN,L 111-118 (2OT),1,49:51,16,28,.571,0,1,.000,16,27,.593,.571,4,6,.667,2,12,14,7,1,9,2,1,36,36.8,-6
55,186,67,2015-03-17,NOP,,MIL,W 85-84,1,41:30,6,18,.333,0,0,,6,18,.333,.333,8,9,.889,1,11,12,4,1,3,2,4,20,15.7,5
55,,68,2015-03-19,NOP,@,PHO,L 72-74,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
55,,69,2015-03-20,NOP,@,GSW,L 96-112,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
56,187,70,2015-03-22,NOP,@,LAC,L 100-107,1,39:29,11,13,.846,0,0,,11,13,.846,.846,4,5,.800,3,9,12,5,2,2,2,4,26,29.0,-7
57,188,71,2015-03-25,NOP,,HOU,L 93-95,1,44:17,9,18,.500,0,0,,9,18,.500,.500,6,14,.429,2,12,14,1,3,3,0,1,24,22.2,-2
58,189,72,2015-03-27,NOP,,SAC,W 102-88,1,40:36,11,26,.423,0,0,,11,26,.423,.423,2,3,.667,2,7,9,2,1,6,2,3,24,16.7,10
59,190,73,2015-03-29,NOP,,MIN,W 110-88,1,37:23,10,21,.476,0,0,,10,21,.476,.476,8,10,.800,2,7,9,5,2,1,0,3,28,25.0,19
60,191,74,2015-04-01,NOP,@,LAL,W 113-92,1,34:47,9,15,.600,0,0,,9,15,.600,.600,2,2,1.000,1,6,7,6,1,4,1,1,20,22.2,13
61,192,75,2015-04-03,NOP,@,SAC,W 101-95,1,34:32,6,17,.353,0,0,,6,17,.353,.353,8,10,.800,4,6,10,3,0,2,1,3,20,15.6,6
62,193,76,2015-04-04,NOP,@,POR,L 90-99,1,36:46,8,20,.400,0,0,,8,20,.400,.400,3,3,1.000,4,5,9,2,3,4,2,2,19,16.9,-2
63,194,77,2015-04-07,NOP,,GSW,W 103-100,1,40:23,10,21,.476,0,2,.000,10,19,.526,.476,9,12,.750,1,9,10,2,2,4,0,1,29,26.3,4
64,195,78,2015-04-08,NOP,@,MEM,L 74-110,1,27:43,5,9,.556,0,0,,5,9,.556,.556,2,2,1.000,1,4,5,1,1,2,0,2,12,11.9,-16
65,196,79,2015-04-10,NOP,,PHO,W 90-75,1,23:02,7,12,.583,0,0,,7,12,.583,.583,5,11,.455,1,8,9,4,1,1,0,0,19,18.6,15
66,197,80,2015-04-12,NOP,@,HOU,L 114-121,1,39:48,10,16,.625,0,0,,10,16,.625,.625,7,10,.700,2,5,7,4,2,1,1,4,27,24.4,-4
67,198,81,2015-04-13,NOP,@,MIN,W 100-88,1,35:48,8,14,.571,0,0,,8,14,.571,.571,8,8,1.000,4,7,11,5,2,6,1,3,24,29.8,14
68,199,82,2015-04-15,NOP,,SAS,W 108-103,1,43:11,12,26,.462,0,0,,12,26,.462,.462,7,9,.778,2,11,13,2,2,3,6,1,31,20.6,10
,,,,,,,39-29,68,2460,642,1199,.535,1,12,.083,641,1187,.540,.536,371,461,.805,173,523,696,149,100,200,95,141,1656,22.2,266
