Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,357,26,2017-12-08,NOP,,SAC,L 109-116 (OT),1,30:35,5,12,.417,0,1,.000,5,11,.455,.417,8,8,1.000,3,3,6,2,0,0,2,0,18,14.0,-12
23,358,27,2017-12-10,NOP,,PHI,W 131-124,1,40:22,11,19,.579,1,1,1.000,10,18,.556,.605,6,9,.667,1,7,8,4,1,5,3,5,29,24.0,7
23,,28,2017-12-11,NOP,@,HOU,L 123-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
24,359,29,2017-12-13,NOP,,MIL,W 115-108,1,36:07,10,16,.625,0,1,.000,10,15,.667,.625,5,5,1.000,3,7,10,2,0,4,2,3,25,23.0,11
25,360,30,2017-12-15,NOP,@,DEN,L 111-117 (OT),1,43:49,12,22,.545,0,1,.000,12,21,.571,.545,4,4,1.000,2,10,12,1,1,5,3,0,28,24.0,1
26,361,31,2017-12-19,NOP,@,WAS,L 106-116,1,36:33,11,21,.524,1,3,.333,10,18,.556,.548,14,15,.933,5,4,9,1,1,0,2,1,37,30.3,-13
27,362,32,2017-12-22,NOP,@,ORL,W 111-97,1,30:51,10,14,.714,0,1,.000,10,13,.769,.714,0,1,.000,2,9,11,0,1,1,0,3,20,18.4,17
28,363,33,2017-12-23,NOP,@,MIA,W 109-94,1,31:45,5,11,.455,1,1,1.000,4,10,.400,.500,6,8,.750,1,5,6,3,1,4,1,1,17,17.2,6
29,364,34,2017-12-27,NOP,,BRK,W 128-113,1,32:22,11,19,.579,4,4,1.000,7,15,.467,.684,7,8,.875,4,7,11,2,1,6,1,0,33,34.2,37
30,365,35,2017-12-29,NOP,,DAL,L 120-128,1,42:13,12,22,.545,1,4,.250,11,18,.611,.568,8,8,1.000,0,5,5,2,2,0,1,3,33,25.1,-3
31,366,36,2017-12-30,NOP,,NYK,L 103-105,1,36:20,11,24,.458,0,4,.000,11,20,.550,.458,9,12,.750,2,7,9,1,0,5,3,3,31,20.9,-3
32,367,37,2018-01-03,NOP,@,UTA,W 108-98,1,40:48,11,26,.423,1,3,.333,10,23,.435,.442,6,6,1.000,4,11,15,4,3,1,2,2,29,25.0,16
33,368,38,2018-01-06,NOP,@,MIN,L 98-116,1,36:09,5,12,.417,0,1,.000,5,11,.455,.417,6,6,1.000,1,8,9,2,1,2,1,1,16,15.1,-26
34,369,39,2018-01-08,NOP,,DET,W 112-109,1,26:46,12,14,.857,1,1,1.000,11,13,.846,.893,5,6,.833,2,8,10,1,0,1,0,1,30,29.4,19
34,,40,2018-01-10,NOP,@,MEM,L 102-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
35,370,41,2018-01-12,NOP,,POR,W 119-113,1,40:52,16,23,.696,0,1,.000,16,22,.727,.696,4,4,1.000,5,4,9,2,0,2,2,3,36,30.6,-5
36,371,42,2018-01-14,NOP,@,NYK,W 123-118 (OT),1,49:42,17,30,.567,2,6,.333,15,24,.625,.600,12,15,.800,6,11,17,0,4,3,4,2,48,41.4,0
37,372,43,2018-01-16,NOP,@,BOS,W 116-113 (OT),1,44:33,16,34,.471,0,3,.000,16,31,.516,.471,13,15,.867,8,8,16,2,1,2,1,2,45,36.8,11
38,373,44,2018-01-17,NOP,@,ATL,L 93-94,1,37:52,2,8,.250,0,0,,2,8,.250,.250,4,6,.667,1,6,7,3,1,2,0,2,8,8.6,-1
39,374,45,2018-01-20,NOP,,MEM,W 111-104,1,38:17,7,13,.538,0,0,,7,13,.538,.538,7,8,.875,2,10,12,2,0,2,2,3,21,18.3,5
40,375,46,2018-01-22,NOP,,CHI,W 132-128 (2OT),1,42:47,14,23,.609,0,0,,14,23,.609,.609,6,8,.750,3,6,9,5,2,1,2,6,34,28.4,2
41,376,47,2018-01-24,NOP,@,CHO,W 101-96,1,36:42,7,16,.438,0,0,,7,16,.438,.438,5,5,1.000,1,5,6,4,3,2,1,3,19,17.8,4
42,377,48,2018-01-26,NOP,,HOU,W 115-113,1,37:02,10,22,.455,0,1,.000,10,21,.476,.455,7,8,.875,1,10,11,5,0,5,1,2,27,24.1,-4
43,378,49,2018-01-28,NOP,,LAC,L 103-112,1,40:34,8,17,.471,0,2,.000,8,15,.533,.471,9,12,.750,2,15,17,6,2,1,4,3,25,22.7,-21
44,379,50,2018-01-30,NOP,,SAC,L 103-114,1,36:25,6,16,.375,2,3,.667,4,13,.308,.438,9,10,.900,0,13,13,5,1,6,4,1,23,22.0,-13
45,380,51,2018-02-02,NOP,@,OKC,W 114-100,1,37:44,17,34,.500,3,6,.500,14,28,.500,.544,6,8,.750,0,10,10,0,3,1,5,4,43,25.3,12
46,381,52,2018-02-03,NOP,@,MIN,L 107-118,1,36:28,16,30,.533,1,4,.250,15,26,.577,.550,5,5,1.000,5,4,9,1,2,1,2,1,38,29.1,-4
47,382,53,2018-02-05,NOP,,UTA,L 109-133,1,34:46,6,16,.375,0,2,.000,6,14,.429,.375,3,4,.750,2,9,11,3,1,3,5,2,15,9.3,-11
48,383,54,2018-02-09,NOP,@,PHI,L 82-100,1,27:36,6,19,.316,0,3,.000,6,16,.375,.316,2,3,.667,0,8,8,0,1,0,0,2,14,5.3,-29
49,384,55,2018-02-10,NOP,@,BRK,W 138-128 (2OT),1,49:46,16,35,.457,3,5,.600,13,30,.433,.500,9,14,.643,4,13,17,2,6,3,3,2,44,36.3,9
50,385,56,2018-02-12,NOP,@,DET,W 118-103,1,36:41,14,24,.583,3,6,.500,11,18,.611,.646,7,7,1.000,1,9,10,1,1,2,2,1,38,30.9,18
51,386,57,2018-02-14,NOP,,LAL,W 139-117,1,33:06,15,18,.833,2,2,1.000,13,16,.813,.889,10,11,.909,3,12,15,3,3,2,1,2,42,45.4,22
52,387,58,2018-02-23,NOP,,MIA,W 124-123 (OT),1,41:08,17,34,.500,1,6,.167,16,28,.571,.515,10,11,.909,4,13,17,2,5,5,2,2,45,41.4,-3
53,388,59,2018-02-25,NOP,@,MIL,W 123-121 (OT),1,43:21,12,26,.462,0,3,.000,12,23,.522,.462,3,4,.750,5,8,13,1,2,2,3,4,27,18.6,6
54,389,60,2018-02-26,NOP,,PHO,W 125-116,1,38:42,16,29,.552,0,1,.000,16,28,.571,.552,21,26,.808,8,10,18,3,1,5,1,3,53,50.1,9
55,390,61,2018-02-28,NOP,@,SAS,W 121-116,1,37:01,9,19,.474,0,0,,9,19,.474,.474,8,8,1.000,5,10,15,1,2,0,4,2,26,20.7,3
56,391,62,2018-03-04,NOP,@,DAL,W 126-109,1,36:34,9,19,.474,0,1,.000,9,18,.500,.474,5,5,1.000,1,12,13,1,3,3,1,3,23,21.2,21
57,392,63,2018-03-06,NOP,@,LAC,W 121-116,1,37:18,17,31,.548,4,7,.571,13,24,.542,.613,3,3,1.000,3,10,13,2,3,4,4,3,41,33.2,3
58,393,64,2018-03-07,NOP,@,SAC,W 114-101,1,23:00,7,11,.636,2,3,.667,5,8,.625,.727,1,1,1.000,1,4,5,1,2,5,3,2,17,16.4,8
58,,65,2018-03-09,NOP,,WAS,L 97-116,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,394,66,2018-03-11,NOP,,UTA,L 99-116,1,40:04,9,22,.409,1,4,.250,8,18,.444,.432,6,6,1.000,2,9,11,3,3,10,2,1,25,27.0,-10
60,395,67,2018-03-13,NOP,,CHO,W 119-115,1,38:48,13,26,.500,0,3,.000,13,23,.565,.500,5,6,.833,3,11,14,3,2,5,3,2,31,26.8,9
61,396,68,2018-03-15,NOP,@,SAS,L 93-98,1,36:10,8,19,.421,0,2,.000,8,17,.471,.421,5,5,1.000,5,9,14,2,0,2,6,6,21,11.5,1
62,397,69,2018-03-17,NOP,,HOU,L 101-107,1,36:03,11,18,.611,0,2,.000,11,16,.688,.611,4,4,1.000,1,12,13,1,0,1,2,2,26,20.7,-12
63,398,70,2018-03-18,NOP,,BOS,W 108-89,1,32:33,14,24,.583,0,3,.000,14,21,.667,.583,6,8,.750,1,10,11,3,1,1,1,0,34,28.5,15
64,399,71,2018-03-20,NOP,,DAL,W 115-105,1,35:14,15,21,.714,2,3,.667,13,18,.722,.762,5,7,.714,0,8,8,2,0,2,1,2,37,30.9,14
65,400,72,2018-03-21,NOP,,IND,W 96-92,1,35:06,9,14,.643,1,1,1.000,8,13,.615,.679,9,9,1.000,2,11,13,1,1,5,3,2,28,27.9,9
66,401,73,2018-03-22,NOP,,LAL,W 128-125,1,36:34,12,20,.600,0,2,.000,12,18,.667,.600,9,10,.900,0,9,9,1,3,2,0,3,33,30.0,14
67,402,74,2018-03-24,NOP,@,HOU,L 91-114,1,30:09,10,22,.455,1,2,.500,9,20,.450,.477,4,6,.667,2,6,8,1,2,4,1,1,25,20.1,-11
68,403,75,2018-03-27,NOP,,POR,L 103-107,1,38:42,15,24,.625,0,0,,15,24,.625,.625,6,6,1.000,3,11,14,4,2,6,4,2,36,34.8,5
69,404,76,2018-03-30,NOP,@,CLE,L 102-107,1,36:32,6,19,.316,0,2,.000,6,17,.353,.316,4,4,1.000,1,7,8,3,1,2,1,2,16,10.6,-20
70,405,77,2018-04-01,NOP,,OKC,L 104-109,1,39:47,8,17,.471,0,0,,8,17,.471,.471,9,11,.818,3,8,11,3,3,2,4,5,25,20.5,-10
71,406,78,2018-04-04,NOP,,MEM,W 123-95,1,31:20,8,13,.615,1,1,1.000,7,12,.583,.654,11,13,.846,4,8,12,2,2,3,2,2,28,29.2,38
72,407,79,2018-04-06,NOP,@,PHO,W 122-103,1,34:17,11,23,.478,2,4,.500,9,19,.474,.522,9,11,.818,1,10,11,3,2,3,0,2,33,29.6,28
73,408,80,2018-04-07,NOP,@,GSW,W 126-120,1,39:58,13,24,.542,0,1,.000,13,23,.565,.542,8,10,.800,3,9,12,4,2,4,2,2,34,31.2,2
74,409,81,2018-04-09,NOP,@,LAC,W 113-100,1,35:07,11,22,.500,0,1,.000,11,21,.524,.500,6,7,.857,1,5,6,2,2,5,1,1,28,24.3,28
75,410,82,2018-04-11,NOP,,SAS,W 122-98,1,35:29,8,18,.444,0,1,.000,8,17,.471,.444,6,12,.500,4,11,15,1,3,4,5,2,22,17.0,14
,,,,,,,45-30,75,2728,780,1462,.534,55,162,.340,725,1300,.558,.552,495,598,.828,187,645,832,174,115,193,162,159,2110,24.4,290
