Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
36,296,38,2017-01-07,NOP,@,BOS,L 108-117,1,38:09,14,21,.667,1,1,1.000,13,20,.650,.690,7,9,.778,3,13,16,2,0,2,3,0,36,31.9,-6
37,297,39,2017-01-09,NOP,@,NYK,W 110-96,1,28:58,14,22,.636,1,1,1.000,13,21,.619,.659,11,12,.917,4,14,18,2,0,3,0,2,40,39.5,26
37,,40,2017-01-12,NOP,@,BRK,W 104-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,298,41,2017-01-14,NOP,@,CHI,L 99-107,1,39:11,14,23,.609,0,0,,14,23,.609,.609,8,10,.800,3,11,14,2,1,3,3,3,36,30.4,-1
39,299,42,2017-01-16,NOP,@,IND,L 95-98,1,23:24,6,11,.545,0,0,,6,11,.545,.545,4,5,.800,0,3,3,3,0,0,0,1,16,12.9,-6
40,300,43,2017-01-18,NOP,,ORL,W 118-98,1,28:55,9,17,.529,0,0,,9,17,.529,.529,3,4,.750,2,11,13,4,0,1,2,1,21,18.1,11
41,301,44,2017-01-20,NOP,,BRK,L 114-143,1,27:02,10,17,.588,0,1,.000,10,16,.625,.588,2,3,.667,2,7,9,4,1,2,2,4,22,18.8,-11
41,,45,2017-01-23,NOP,,CLE,W 124-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,302,46,2017-01-25,NOP,,OKC,L 105-114,1,16:07,2,8,.250,0,0,,2,8,.250,.250,4,6,.667,0,5,5,0,0,1,2,2,8,1.8,-12
43,303,47,2017-01-27,NOP,,SAS,W 119-103,1,33:22,6,11,.545,0,1,.000,6,10,.600,.545,4,5,.800,4,17,21,2,1,1,7,2,16,13.5,21
44,304,48,2017-01-29,NOP,,WAS,L 94-107,1,39:54,15,25,.600,1,2,.500,14,23,.609,.620,5,6,.833,2,15,17,3,3,2,6,2,36,29.7,-3
45,305,49,2017-01-31,NOP,@,TOR,L 106-108 (OT),1,41:22,4,18,.222,0,1,.000,4,17,.235,.222,10,12,.833,3,14,17,3,1,3,0,2,18,16.9,-9
46,306,50,2017-02-01,NOP,@,DET,L 98-118,1,40:46,13,24,.542,0,1,.000,13,23,.565,.542,5,6,.833,2,10,12,2,2,4,5,3,31,23.4,-5
47,307,51,2017-02-04,NOP,@,WAS,L 91-105,1,38:46,11,17,.647,0,0,,11,17,.647,.647,3,4,.750,2,8,10,2,1,2,1,1,25,23.3,-9
48,308,52,2017-02-06,NOP,,PHO,W 111-106,1,40:29,12,21,.571,1,2,.500,11,19,.579,.595,9,11,.818,2,7,9,1,1,5,2,3,34,28.8,13
49,309,53,2017-02-08,NOP,,UTA,L 94-127,1,30:03,4,12,.333,0,0,,4,12,.333,.333,4,5,.800,3,6,9,2,0,6,1,1,12,12.9,-36
50,310,54,2017-02-10,NOP,@,MIN,W 122-106,1,36:15,16,22,.727,2,3,.667,14,19,.737,.773,8,11,.727,2,11,13,2,1,1,2,3,42,36.4,13
51,311,55,2017-02-12,NOP,@,SAC,L 99-105,1,40:28,11,24,.458,1,2,.500,10,22,.455,.479,9,9,1.000,1,9,10,3,2,1,6,4,32,20.2,-1
52,312,56,2017-02-13,NOP,@,PHO,W 110-108,1,40:20,8,16,.500,0,1,.000,8,15,.533,.500,8,8,1.000,1,9,10,2,0,4,3,4,24,19.0,-1
53,313,57,2017-02-15,NOP,@,MEM,W 95-91,1,39:11,9,20,.450,0,1,.000,9,19,.474,.450,0,0,,0,7,7,2,1,2,3,2,18,9.7,1
54,314,58,2017-02-23,NOP,,HOU,L 99-129,1,32:53,8,21,.381,0,2,.000,8,19,.421,.381,13,16,.813,3,6,9,1,2,2,3,2,29,20.5,-31
55,315,59,2017-02-25,NOP,@,DAL,L 83-96,1,39:11,17,34,.500,1,4,.250,16,30,.533,.515,4,9,.444,3,11,14,0,1,2,2,2,39,25.0,-2
56,316,60,2017-02-26,NOP,@,OKC,L 110-118,1,32:13,15,28,.536,2,3,.667,13,25,.520,.571,6,6,1.000,3,4,7,4,1,0,1,4,38,28.9,-6
57,317,61,2017-03-01,NOP,,DET,W 109-86,1,36:28,11,17,.647,0,2,.000,11,15,.733,.647,11,11,1.000,1,13,14,3,0,1,2,2,33,30.1,20
58,318,62,2017-03-03,NOP,,SAS,L 98-101 (OT),1,42:18,7,18,.389,1,3,.333,6,15,.400,.417,14,16,.875,1,7,8,3,1,1,3,4,29,20.4,-4
59,319,63,2017-03-05,NOP,@,LAL,W 105-97,1,36:28,10,22,.455,0,1,.000,10,21,.476,.455,11,17,.647,2,7,9,2,2,3,1,0,31,25.2,17
60,320,64,2017-03-06,NOP,@,UTA,L 83-88,1,37:18,7,17,.412,1,3,.333,6,14,.429,.441,5,6,.833,5,7,12,1,2,0,5,2,20,13.0,-8
61,321,65,2017-03-08,NOP,,TOR,L 87-94,1,17:07,2,4,.500,0,0,,2,4,.500,.500,3,5,.600,0,4,4,1,0,0,1,1,7,4.7,3
62,322,66,2017-03-11,NOP,@,CHO,W 125-122 (OT),1,45:17,18,31,.581,4,5,.800,14,26,.538,.645,6,8,.750,4,17,21,3,0,1,0,1,46,41.0,8
63,323,67,2017-03-14,NOP,,POR,W 100-77,1,29:00,5,15,.333,0,0,,5,15,.333,.333,5,6,.833,3,11,14,2,2,3,0,1,15,16.6,22
64,324,68,2017-03-15,NOP,@,MIA,L 112-120,1,34:41,7,17,.412,0,1,.000,7,16,.438,.412,13,18,.722,2,6,8,1,3,3,2,2,27,22.1,-8
65,325,69,2017-03-17,NOP,,HOU,W 128-112,1,37:53,10,18,.556,0,1,.000,10,17,.588,.556,4,5,.800,1,14,15,3,1,3,4,3,24,19.9,11
66,326,70,2017-03-19,NOP,,MIN,W 123-109,1,35:12,11,16,.688,0,2,.000,11,14,.786,.688,6,6,1.000,4,7,11,3,0,0,5,1,28,22.8,16
67,327,71,2017-03-21,NOP,,MEM,W 95-82,1,40:15,9,18,.500,0,2,.000,9,16,.563,.500,1,2,.500,3,10,13,0,0,0,2,2,19,11.9,24
68,328,72,2017-03-24,NOP,@,HOU,L 107-117,1,40:52,14,24,.583,0,1,.000,14,23,.609,.583,5,6,.833,3,13,16,1,3,1,1,2,33,30.0,-9
69,329,73,2017-03-26,NOP,@,DEN,W 115-90,1,28:27,12,17,.706,1,2,.500,11,15,.733,.735,6,7,.857,1,12,13,3,0,1,3,3,31,26.4,20
70,330,74,2017-03-27,NOP,@,UTA,L 100-108,1,41:13,12,23,.522,1,2,.500,11,21,.524,.543,11,14,.786,1,16,17,3,3,3,1,1,36,34.8,0
71,331,75,2017-03-29,NOP,,DAL,W 121-118,1,35:51,11,22,.500,0,1,.000,11,21,.524,.500,8,8,1.000,4,10,14,2,2,1,1,1,30,27.5,1
72,332,76,2017-03-31,NOP,,SAC,W 117-89,1,33:38,9,19,.474,0,2,.000,9,17,.529,.474,1,1,1.000,4,8,12,2,1,6,1,2,19,19.3,25
73,333,77,2017-04-02,NOP,,CHI,L 110-117,1,40:01,8,19,.421,1,4,.250,7,15,.467,.447,13,14,.929,2,9,11,2,3,1,3,2,30,24.9,-6
74,334,78,2017-04-04,NOP,,DEN,L 131-134,1,40:46,18,31,.581,2,5,.400,16,26,.615,.613,3,3,1.000,2,3,5,0,1,4,0,3,41,31.4,9
75,335,79,2017-04-07,NOP,@,DEN,L 106-122,1,23:56,11,27,.407,0,3,.000,11,24,.458,.407,3,5,.600,2,4,6,0,1,0,1,2,25,11.5,-2
75,,80,2017-04-08,NOP,@,GSW,L 101-123,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
75,,81,2017-04-11,NOP,@,LAL,L 96-108,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
75,,82,2017-04-12,NOP,@,POR,W 103-100,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
,,,,,,,31-44,75,2704,770,1526,.505,40,134,.299,730,1392,.524,.518,519,647,.802,172,712,884,157,94,167,181,168,2099,22.6,51
