Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
30,440,34,2018-12-23,NOP,@,SAC,L 117-122,1,39:51,7,20,.350,1,5,.200,6,15,.400,.375,11,12,.917,2,15,17,4,2,4,1,2,26,26.1,-3
31,441,35,2018-12-26,NOP,@,DAL,L 119-122,1,34:20,14,26,.538,1,5,.200,13,21,.619,.558,3,5,.600,3,15,18,2,1,1,2,4,32,24.7,-12
32,442,36,2018-12-28,NOP,,DAL,W 114-112,1,42:58,20,32,.625,0,2,.000,20,30,.667,.625,8,11,.727,7,10,17,4,2,2,1,3,48,44.3,2
33,443,37,2018-12-29,NOP,,HOU,L 104-108,1,38:57,6,13,.462,2,3,.667,4,10,.400,.538,8,10,.800,2,9,11,1,3,1,1,0,22,22.0,0
33,,38,2018-12-31,NOP,,MIN,W 123-114,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
34,444,39,2019-01-02,NOP,@,BRK,L 121-126,1,42:07,12,25,.480,2,6,.333,10,19,.526,.520,8,10,.800,5,21,26,4,1,3,1,3,34,34.0,4
35,445,40,2019-01-05,NOP,@,CLE,W 133-98,1,28:35,6,12,.500,0,2,.000,6,10,.600,.500,8,10,.800,3,7,10,3,4,2,1,3,20,22.7,19
36,446,41,2019-01-07,NOP,,MEM,W 114-95,1,35:29,14,20,.700,0,1,.000,14,19,.737,.700,8,12,.667,1,12,13,3,2,3,2,2,36,33.7,24
37,447,42,2019-01-09,NOP,,CLE,W 140-124,1,36:47,11,17,.647,1,1,1.000,10,16,.625,.676,15,16,.938,6,7,13,7,2,4,1,1,38,44.7,12
38,448,43,2019-01-12,NOP,@,MIN,L 106-110,1,36:08,10,22,.455,2,5,.400,8,17,.471,.500,8,9,.889,4,10,14,2,0,1,3,5,30,21.1,1
39,449,44,2019-01-14,NOP,@,LAC,W 121-117,1,38:54,16,34,.471,2,5,.400,14,29,.483,.500,12,12,1.000,5,11,16,4,3,1,1,4,46,39.3,1
40,450,45,2019-01-16,NOP,@,GSW,L 140-147,1,40:52,11,26,.423,1,4,.250,10,22,.455,.442,7,8,.875,3,15,18,7,1,3,2,2,30,27.6,-12
41,451,46,2019-01-18,NOP,@,POR,L 112-128,1,35:40,9,17,.529,0,0,,9,17,.529,.529,9,12,.750,2,5,7,2,0,1,1,4,27,19.9,-25
41,,47,2019-01-21,NOP,@,MEM,W 105-85,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,48,2019-01-23,NOP,,DET,L 94-98,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,49,2019-01-24,NOP,@,OKC,L 116-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,50,2019-01-26,NOP,,SAS,L 114-126,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,51,2019-01-29,NOP,@,HOU,W 121-116,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,52,2019-01-30,NOP,,DEN,L 99-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,53,2019-02-02,NOP,@,SAS,L 108-113,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,54,2019-02-04,NOP,,IND,L 107-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,55,2019-02-06,NOP,@,CHI,W 125-120,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,452,56,2019-02-08,NOP,,MIN,W 122-117,1,24:49,11,15,.733,0,1,.000,11,14,.786,.733,10,11,.909,2,7,9,2,0,3,2,3,32,29.3,22
43,453,57,2019-02-09,NOP,@,MEM,L 90-99,1,33:58,4,8,.500,0,1,.000,4,7,.571,.500,6,9,.667,2,14,16,6,2,2,2,4,14,18.4,2
44,454,58,2019-02-12,NOP,,ORL,L 88-118,1,24:00,1,9,.111,0,0,,1,9,.111,.111,1,2,.500,0,6,6,0,0,3,0,1,3,0.2,-16
45,455,59,2019-02-14,NOP,,OKC,W 131-122,1,15:51,5,10,.500,1,2,.500,4,8,.500,.550,3,4,.750,0,4,4,2,1,1,2,1,14,10.5,10
46,456,60,2019-02-22,NOP,@,IND,L 111-126,1,19:37,6,11,.545,0,2,.000,6,9,.667,.545,3,6,.500,4,3,7,4,1,1,2,0,15,14.7,-1
46,,61,2019-02-23,NOP,,LAL,W 128-115,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,457,62,2019-02-25,NOP,,PHI,L 110-111,1,20:51,8,14,.571,0,0,,8,14,.571,.571,2,4,.500,2,4,6,2,2,3,1,2,18,16.9,1
48,458,63,2019-02-27,NOP,@,LAL,L 119-125,1,20:42,10,14,.714,0,0,,10,14,.714,.714,2,4,.500,5,3,8,2,0,0,3,2,22,17.4,4
49,459,64,2019-03-01,NOP,@,PHO,W 130-116,1,21:18,7,11,.636,1,2,.500,6,9,.667,.682,2,4,.500,1,7,8,3,2,3,4,2,17,15.5,4
49,,65,2019-03-02,NOP,@,DEN,W 120-112,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,460,66,2019-03-04,NOP,@,UTA,W 115-112,1,22:07,7,14,.500,1,1,1.000,6,13,.462,.536,0,0,,3,8,11,3,3,3,1,2,15,17.9,-1
51,461,67,2019-03-06,NOP,,UTA,L 104-114,1,20:54,6,12,.500,0,1,.000,6,11,.545,.500,4,5,.800,2,3,5,3,1,2,1,3,16,14.2,-18
51,,68,2019-03-08,NOP,,TOR,L 104-127,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,462,69,2019-03-10,NOP,@,ATL,L 116-128,1,21:05,6,10,.600,3,4,.750,3,6,.500,.750,0,0,,1,7,8,4,1,4,4,1,15,15.4,2
53,463,70,2019-03-12,NOP,,MIL,L 113-130,1,21:29,9,16,.563,1,4,.250,8,12,.667,.594,2,4,.500,6,6,12,2,0,2,2,2,21,18.6,-10
53,,71,2019-03-15,NOP,,POR,L 110-122,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
54,464,72,2019-03-16,NOP,,PHO,L 136-138 (OT),1,22:18,6,11,.545,0,1,.000,6,10,.600,.545,3,4,.750,1,10,11,0,3,1,2,1,15,14.3,0
55,465,73,2019-03-18,NOP,@,DAL,W 129-125 (OT),1,20:55,8,11,.727,1,2,.500,7,9,.778,.773,3,3,1.000,2,4,6,5,1,1,3,1,20,19.9,2
55,,74,2019-03-20,NOP,@,ORL,L 96-119,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
56,466,75,2019-03-24,NOP,,HOU,L 90-113,1,20:50,6,14,.429,0,1,.000,6,13,.462,.429,0,0,,5,5,10,1,1,1,1,0,12,11.0,-6
56,,76,2019-03-26,NOP,,ATL,L 120-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,77,2019-03-28,NOP,,SAC,W 121-118,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,78,2019-03-31,NOP,,LAL,L 102-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,79,2019-04-03,NOP,,CHO,L 109-115,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,80,2019-04-05,NOP,@,PHO,L 126-133 (OT),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,81,2019-04-07,NOP,@,SAC,W 133-129,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,82,2019-04-09,NOP,,GSW,L 103-112,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
,,,,,,,25-31,56,1851,530,1026,.517,48,145,.331,482,881,.547,.540,344,433,.794,174,498,672,218,88,135,112,132,1452,24.1,131
