Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
28,632,52,2023-01-31,LAL,@,NYK,W 129-123 (OT),1,36:53,9,16,.563,0,1,.000,9,15,.600,.563,9,11,.818,2,7,9,1,2,0,5,3,27,18.6,16
29,633,53,2023-02-02,LAL,@,IND,W 112-111,1,34:32,13,27,.481,0,3,.000,13,24,.542,.481,5,5,1.000,5,9,14,2,1,2,2,0,31,25.3,-6
30,634,54,2023-02-04,LAL,@,NOP,L 126-131,1,38:26,13,25,.520,2,5,.400,11,20,.550,.560,6,7,.857,4,10,14,3,1,2,2,3,34,28.4,0
31,635,55,2023-02-07,LAL,,OKC,L 130-133,1,30:36,6,9,.667,0,0,,6,9,.667,.667,1,2,.500,3,5,8,2,2,1,2,4,13,12.8,-4
32,636,56,2023-02-09,LAL,,MIL,L 106-115,1,35:00,9,22,.409,0,2,.000,9,20,.450,.409,5,6,.833,5,11,16,2,0,0,5,5,23,12.0,-7
33,637,57,2023-02-11,LAL,@,GSW,W 109-103,1,35:44,5,19,.263,0,1,.000,5,18,.278,.263,3,4,.750,2,14,16,1,0,3,4,2,13,4.9,8
34,638,58,2023-02-13,LAL,@,POR,L 115-127,1,31:04,8,18,.444,0,2,.000,8,16,.500,.444,3,3,1.000,3,17,20,1,0,3,2,3,19,16.4,-10
35,639,59,2023-02-15,LAL,,NOP,W 120-102,1,30:10,13,17,.765,0,1,.000,13,16,.813,.765,2,5,.400,2,8,10,5,1,2,0,2,28,29.0,18
36,640,60,2023-02-23,LAL,,GSW,W 124-111,1,25:31,3,5,.600,0,0,,3,5,.600,.600,6,8,.750,3,9,12,1,0,2,1,2,12,14.0,5
37,641,61,2023-02-26,LAL,@,DAL,W 111-108,1,36:38,12,20,.600,0,2,.000,12,18,.667,.600,6,9,.667,4,11,15,4,1,3,1,2,30,29.8,16
38,642,62,2023-02-28,LAL,@,MEM,L 109-121,1,35:32,9,19,.474,0,1,.000,9,18,.500,.474,10,13,.769,6,13,19,0,0,5,5,3,28,22.5,-9
38,,63,2023-03-01,LAL,@,OKC,W 123-117,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,643,64,2023-03-03,LAL,,MIN,L 102-110,1,32:23,12,22,.545,2,4,.500,10,18,.556,.591,12,14,.857,1,4,5,2,1,2,6,3,38,25.1,-8
40,644,65,2023-03-05,LAL,,GSW,W 113-105,1,37:35,14,25,.560,1,3,.333,13,22,.591,.580,10,13,.769,3,5,8,6,0,2,2,2,39,32.3,17
41,645,66,2023-03-07,LAL,,MEM,W 112-103,1,35:32,11,17,.647,1,2,.500,10,15,.667,.676,7,9,.778,4,18,22,3,0,2,7,2,30,25.6,24
42,646,67,2023-03-10,LAL,,TOR,W 122-112,1,32:34,4,7,.571,0,0,,4,7,.571,.571,0,0,,3,6,9,3,0,4,1,3,8,11.3,-11
43,647,68,2023-03-12,LAL,,NYK,L 108-112,1,37:14,8,18,.444,0,1,.000,8,17,.471,.444,1,5,.200,6,10,16,4,2,1,1,1,17,17.3,9
44,648,69,2023-03-14,LAL,@,NOP,W 123-108,1,33:19,11,18,.611,1,2,.500,10,16,.625,.639,12,13,.923,6,11,17,1,0,0,3,1,35,31.2,18
44,,70,2023-03-15,LAL,@,HOU,L 110-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,649,71,2023-03-17,LAL,,DAL,L 110-111,1,36:43,9,14,.643,0,1,.000,9,13,.692,.643,8,11,.727,3,7,10,3,0,1,2,5,26,21.6,1
46,650,72,2023-03-19,LAL,,ORL,W 111-105,1,34:21,6,15,.400,0,0,,6,15,.400,.400,3,6,.500,2,9,11,1,2,4,5,4,15,8.7,-3
47,651,73,2023-03-22,LAL,,PHO,W 122-111,1,38:17,10,18,.556,0,0,,10,18,.556,.556,7,10,.700,1,8,9,5,1,0,1,4,27,22.2,13
48,652,74,2023-03-24,LAL,,OKC,W 116-111,1,36:29,15,21,.714,0,1,.000,15,20,.750,.714,7,11,.636,5,10,15,1,1,0,1,1,37,33.5,8
49,653,75,2023-03-26,LAL,,CHI,L 108-118,1,35:53,6,8,.750,0,0,,6,8,.750,.750,3,6,.500,2,7,9,5,1,1,2,5,15,15.3,7
50,654,76,2023-03-29,LAL,@,CHI,W 121-110,1,38:38,13,20,.650,1,1,1.000,12,19,.632,.675,11,14,.786,5,4,9,4,2,2,0,1,38,38.5,16
51,655,77,2023-03-31,LAL,@,MIN,W 123-111,1,36:51,15,26,.577,0,2,.000,15,24,.625,.577,8,10,.800,8,9,17,0,1,2,3,3,38,31.5,
52,656,78,2023-04-02,LAL,@,HOU,W 134-109,1,30:27,15,20,.750,0,0,,15,20,.750,.750,10,12,.833,4,5,9,1,0,2,0,0,40,37.6,2
53,657,79,2023-04-04,LAL,@,UTA,W 135-133 (OT),1,42:05,7,16,.438,0,0,,7,16,.438,.438,7,12,.583,4,10,14,6,2,2,1,3,21,21.8,4
54,658,80,2023-04-05,LAL,@,LAC,L 118-125,1,32:19,7,14,.500,0,1,.000,7,13,.538,.500,3,4,.750,4,7,11,3,1,2,1,2,17,17.2,9
55,659,81,2023-04-07,LAL,,PHO,W 121-107,1,33:58,4,12,.333,0,1,.000,4,11,.364,.333,6,7,.857,4,17,21,4,0,3,1,1,14,18.2,17
56,660,82,2023-04-09,LAL,,UTA,W 128-117,1,33:57,7,15,.467,0,0,,7,15,.467,.467,2,2,1.000,3,10,13,3,3,4,4,2,16,16.5,10
,,,,,,,31-25,54,1906,542,962,.563,19,74,.257,523,888,.589,.573,348,444,.784,195,507,702,148,59,114,122,146,1451,23.3,200
