Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
24,684,25,2023-12-13,LAL,@,SAS,W 122-119,1,37:40,13,23,.565,2,3,.667,11,20,.550,.609,9,12,.750,1,9,10,1,4,0,2,3,37,29.8,5
24,,26,2023-12-15,LAL,@,SAS,L 115-129,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
25,685,27,2023-12-18,LAL,,NYK,L 109-114,1,35:29,14,22,.636,1,1,1.000,13,21,.619,.659,3,3,1.000,2,12,14,2,1,2,2,2,32,28.2,-6
26,686,28,2023-12-20,LAL,@,CHI,L 108-124,1,37:37,7,15,.467,0,2,.000,7,13,.538,.467,5,8,.625,2,12,14,3,2,2,1,1,19,19.2,-3
27,687,29,2023-12-21,LAL,@,MIN,L 111-118,1,38:42,11,20,.550,1,1,1.000,10,19,.526,.575,8,9,.889,1,7,8,4,0,3,1,2,31,26.9,3
28,688,30,2023-12-23,LAL,@,OKC,W 129-120,1,41:52,11,21,.524,1,1,1.000,10,20,.500,.548,3,6,.500,3,8,11,7,1,2,3,2,26,22.5,3
29,689,31,2023-12-25,LAL,,BOS,L 115-126,1,38:50,15,26,.577,2,4,.500,13,22,.591,.615,8,10,.800,5,8,13,4,0,1,2,2,40,33.6,-6
30,690,32,2023-12-28,LAL,,CHO,W 133-112,1,26:16,11,19,.579,0,1,.000,11,18,.611,.579,4,4,1.000,2,6,8,2,2,4,2,4,26,22.9,6
31,691,33,2023-12-30,LAL,@,MIN,L 106-108,1,39:09,12,17,.706,1,2,.500,11,15,.733,.735,8,10,.800,4,13,17,8,4,2,2,3,33,39.6,-6
32,692,34,2023-12-31,LAL,@,NOP,L 109-129,1,35:29,7,15,.467,0,2,.000,7,13,.538,.467,6,8,.750,2,8,10,3,0,5,3,4,20,16.3,-17
33,693,35,2024-01-03,LAL,,MIA,L 96-110,1,42:48,10,17,.588,0,1,.000,10,16,.625,.588,9,10,.900,3,14,17,6,3,5,5,2,29,31.9,-13
34,694,36,2024-01-05,LAL,,MEM,L 113-127,1,40:58,13,22,.591,0,3,.000,13,19,.684,.591,5,7,.714,3,3,6,4,0,2,4,4,31,21.6,-10
35,695,37,2024-01-07,LAL,,LAC,W 106-103,1,39:02,10,15,.667,0,1,.000,10,14,.714,.667,2,4,.500,1,9,10,1,3,1,3,1,22,19.1,-4
36,696,38,2024-01-09,LAL,,TOR,W 132-131,1,39:49,13,17,.765,2,2,1.000,11,15,.733,.824,13,14,.929,1,10,11,6,0,1,3,4,41,37.9,0
37,697,39,2024-01-11,LAL,,PHO,L 109-127,1,31:40,6,11,.545,0,2,.000,6,9,.667,.545,1,1,1.000,0,5,5,1,1,2,3,4,13,7.7,-24
38,698,40,2024-01-13,LAL,@,UTA,L 125-132,1,39:16,5,21,.238,0,1,.000,5,20,.250,.238,5,6,.833,2,13,15,11,1,4,6,1,15,12.3,-12
39,699,41,2024-01-15,LAL,,OKC,W 112-105,1,38:24,9,17,.529,0,1,.000,9,16,.563,.529,9,10,.900,3,12,15,5,2,1,2,3,27,27.0,8
40,700,42,2024-01-17,LAL,,DAL,W 127-110,1,33:03,12,17,.706,0,0,,12,17,.706,.706,4,5,.800,5,7,12,9,1,1,1,2,28,32.3,21
41,701,43,2024-01-19,LAL,,BRK,L 112-130,1,35:14,9,13,.692,0,1,.000,9,12,.750,.692,8,11,.727,4,8,12,6,3,2,1,1,26,31.7,-12
42,702,44,2024-01-21,LAL,,POR,W 134-110,1,26:22,4,7,.571,0,1,.000,4,6,.667,.571,6,6,1.000,3,11,14,3,0,0,0,0,14,18.2,3
43,703,45,2024-01-23,LAL,@,LAC,L 116-127,1,35:47,12,20,.600,0,1,.000,12,19,.632,.600,2,2,1.000,4,8,12,2,0,0,1,2,26,21.6,-9
44,704,46,2024-01-25,LAL,,CHI,W 141-132,1,36:06,10,18,.556,0,1,.000,10,17,.588,.556,2,5,.400,5,6,11,6,0,1,0,1,22,22.0,13
45,705,47,2024-01-27,LAL,@,GSW,W 145-144 (2OT),1,44:34,11,24,.458,0,4,.000,11,20,.550,.458,7,9,.778,3,10,13,3,0,4,2,4,29,22.2,-2
46,706,48,2024-01-29,LAL,@,HOU,L 119-135,1,28:48,10,20,.500,3,3,1.000,7,17,.412,.575,0,1,.000,2,5,7,2,2,1,3,2,23,15.8,-10
46,,49,2024-01-30,LAL,@,ATL,L 122-138,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,50,2024-02-01,LAL,@,BOS,W 114-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,707,51,2024-02-03,LAL,@,NYK,W 113-105,1,36:25,4,12,.333,0,1,.000,4,11,.364,.333,4,4,1.000,2,16,18,5,1,4,0,2,12,17.9,6
48,708,52,2024-02-05,LAL,@,CHO,W 124-118,1,37:08,12,16,.750,0,2,.000,12,14,.857,.750,2,2,1.000,3,12,15,11,0,3,2,1,26,32.7,16
49,709,53,2024-02-08,LAL,,DEN,L 106-114,1,38:14,14,27,.519,0,3,.000,14,24,.583,.519,4,6,.667,1,8,9,3,3,4,1,0,32,27.9,-11
50,710,54,2024-02-09,LAL,,NOP,W 139-122,1,29:07,7,11,.636,0,1,.000,7,10,.700,.636,6,7,.857,0,6,6,6,1,1,3,4,20,17.8,0
51,711,55,2024-02-13,LAL,,DET,W 125-111,1,28:23,6,12,.500,1,3,.333,5,9,.556,.542,7,7,1.000,3,11,14,4,0,6,1,1,20,25.0,12
52,712,56,2024-02-14,LAL,@,UTA,W 138-122,1,38:00,13,25,.520,1,3,.333,12,22,.545,.540,10,13,.769,3,12,15,1,0,2,2,0,37,29.3,24
53,713,57,2024-02-22,LAL,@,GSW,L 110-128,1,32:31,11,19,.579,0,2,.000,11,17,.647,.579,5,6,.833,3,12,15,1,0,3,3,3,27,22.0,-16
54,714,58,2024-02-23,LAL,,SAS,W 123-118,1,29:03,10,14,.714,0,1,.000,10,13,.769,.714,8,10,.800,5,8,13,0,1,0,1,2,28,26.5,10
55,715,59,2024-02-25,LAL,@,PHO,L 113-123,1,41:42,11,17,.647,0,0,,11,17,.647,.647,0,0,,2,12,14,0,3,2,3,3,22,19.7,-2
56,716,60,2024-02-28,LAL,@,LAC,W 116-112,1,36:05,8,15,.533,0,2,.000,8,13,.615,.533,4,5,.800,3,9,12,2,2,3,2,2,20,19.8,-4
57,717,61,2024-02-29,LAL,,WAS,W 134-131 (OT),1,41:15,14,22,.636,0,0,,14,22,.636,.636,12,13,.923,3,12,15,4,1,3,1,2,40,39.6,6
58,718,62,2024-03-02,LAL,,DEN,L 114-124,1,38:55,7,13,.538,0,0,,7,13,.538,.538,3,4,.750,2,9,11,2,0,3,0,3,17,16.7,-11
59,719,63,2024-03-04,LAL,,OKC,W 116-104,1,30:13,7,12,.583,0,0,,7,12,.583,.583,10,11,.909,4,8,12,4,1,3,2,1,24,26.7,10
60,720,64,2024-03-06,LAL,,SAC,L 120-130,1,34:06,5,13,.385,0,1,.000,5,12,.417,.385,4,5,.800,1,10,11,3,0,1,2,4,14,9.4,-6
61,721,65,2024-03-08,LAL,,MIL,W 123-122,1,41:00,10,21,.476,0,1,.000,10,20,.500,.476,2,2,1.000,1,12,13,5,0,3,0,3,22,20.0,-3
62,722,66,2024-03-10,LAL,,MIN,W 120-109,1,39:18,9,17,.529,0,0,,9,17,.529,.529,9,13,.692,10,15,25,5,7,3,3,2,27,37.4,15
63,723,67,2024-03-13,LAL,@,SAC,L 107-120,1,41:08,7,18,.389,1,2,.500,6,16,.375,.417,7,8,.875,3,7,10,3,1,1,2,1,22,17.4,-8
64,724,68,2024-03-16,LAL,,GSW,L 121-128,1,11:57,3,6,.500,0,0,,3,6,.500,.500,2,2,1.000,1,3,4,2,1,1,0,0,8,9.7,6
65,725,69,2024-03-18,LAL,,ATL,W 136-105,1,31:13,10,14,.714,1,2,.500,9,12,.750,.750,1,2,.500,1,14,15,6,2,1,2,2,22,24.8,28
66,726,70,2024-03-22,LAL,,PHI,W 101-94,1,39:40,10,16,.625,1,2,.500,9,14,.643,.656,2,4,.500,7,12,19,4,0,4,3,4,23,24.5,4
67,727,71,2024-03-24,LAL,,IND,W 150-145,1,40:00,15,21,.714,1,2,.500,14,19,.737,.738,5,5,1.000,3,13,16,3,2,1,2,4,36,34.5,11
68,728,72,2024-03-26,LAL,@,MIL,W 128-124 (2OT),1,51:52,12,31,.387,3,8,.375,9,23,.391,.435,7,7,1.000,7,16,23,2,2,4,4,1,34,28.6,2
68,,73,2024-03-27,LAL,@,MEM,W 136-124,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,729,74,2024-03-29,LAL,@,IND,L 90-109,1,37:30,9,17,.529,0,1,.000,9,16,.563,.529,6,7,.857,4,11,15,3,0,0,3,0,24,20.5,-12
70,730,75,2024-03-31,LAL,@,BRK,W 116-104,1,35:03,9,12,.750,1,3,.333,8,9,.889,.792,5,6,.833,1,13,14,0,0,3,4,3,24,20.3,18
71,731,76,2024-04-02,LAL,@,TOR,W 128-111,1,27:31,10,20,.500,0,4,.000,10,16,.625,.500,1,4,.250,2,10,12,1,0,0,5,3,21,8.7,14
72,732,77,2024-04-03,LAL,@,WAS,W 125-120,1,38:08,10,17,.588,0,1,.000,10,16,.625,.588,15,15,1.000,3,15,18,1,2,3,2,1,35,36.1,29
73,733,78,2024-04-06,LAL,,CLE,W 116-97,1,36:19,7,11,.636,1,1,1.000,6,10,.600,.682,7,9,.778,4,9,13,4,3,6,0,2,22,31.0,8
74,734,79,2024-04-07,LAL,,MIN,L 117-127,1,12:00,2,6,.333,0,0,,2,6,.333,.333,0,0,,3,1,4,3,2,0,1,2,4,5.3,4
74,,80,2024-04-09,LAL,,GSW,L 120-134,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
75,735,81,2024-04-12,LAL,@,MEM,W 123-120,1,42:49,11,22,.500,1,6,.167,10,16,.625,.523,13,17,.765,4,10,14,5,1,2,4,2,36,30.3,2
76,736,82,2024-04-14,LAL,@,NOP,W 124-108,1,32:35,13,17,.765,0,1,.000,13,16,.813,.765,4,4,1.000,4,7,11,3,2,0,3,4,30,27.7,15
,,,,,,,45-31,76,2701,713,1283,.556,29,107,.271,684,1176,.582,.567,421,516,.816,239,722,961,266,91,178,159,177,1876,23.4,151
