Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,549,24,2021-02-06,LAL,,DET,W 135-129 (2OT),1,44:31,13,22,.591,1,3,.333,12,19,.632,.614,3,4,.750,2,3,5,3,1,2,3,2,30,22.4,9
21,,25,2021-02-08,LAL,,OKC,W 119-112 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,26,2021-02-10,LAL,,OKC,W 114-113 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,550,27,2021-02-12,LAL,,MEM,W 115-105,1,34:50,16,27,.593,0,3,.000,16,24,.667,.593,3,4,.750,3,6,9,1,2,1,3,1,35,26.0,0
23,551,28,2021-02-14,LAL,@,DEN,L 105-122,1,14:14,5,11,.455,0,1,.000,5,10,.500,.455,5,5,1.000,2,2,4,1,0,0,0,1,15,11.6,-4
23,,29,2021-02-16,LAL,@,MIN,W 112-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,30,2021-02-18,LAL,,BRK,L 98-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,31,2021-02-20,LAL,,MIA,L 94-96,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,32,2021-02-22,LAL,,WAS,L 124-127 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,33,2021-02-24,LAL,@,UTA,L 89-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,34,2021-02-26,LAL,,POR,W 102-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,35,2021-02-28,LAL,,GSW,W 117-91,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,36,2021-03-02,LAL,,PHO,L 104-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,37,2021-03-03,LAL,@,SAC,L 120-123,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,38,2021-03-12,LAL,,IND,W 105-100,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,39,2021-03-15,LAL,@,GSW,W 128-97,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,40,2021-03-16,LAL,,MIN,W 137-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,41,2021-03-18,LAL,,CHO,W 116-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,42,2021-03-20,LAL,,ATL,L 94-99,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,43,2021-03-21,LAL,@,PHO,L 94-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,44,2021-03-23,LAL,@,NOP,L 111-128,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,45,2021-03-25,LAL,,PHI,L 101-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,46,2021-03-26,LAL,,CLE,W 100-86,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,47,2021-03-28,LAL,,ORL,W 96-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,48,2021-03-31,LAL,,MIL,L 97-112,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,49,2021-04-02,LAL,@,SAC,W 115-94,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,50,2021-04-04,LAL,@,LAC,L 86-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,51,2021-04-06,LAL,@,TOR,W 110-101,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,52,2021-04-08,LAL,@,MIA,L 104-110,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,53,2021-04-10,LAL,@,BRK,W 126-101,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,54,2021-04-12,LAL,@,NYK,L 96-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,55,2021-04-13,LAL,@,CHO,W 101-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,56,2021-04-15,LAL,,BOS,L 113-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,57,2021-04-17,LAL,,UTA,W 127-115 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,58,2021-04-19,LAL,,UTA,L 97-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,552,59,2021-04-22,LAL,@,DAL,L 110-115,1,16:40,2,10,.200,0,1,.000,2,9,.222,.200,0,2,.000,0,4,4,1,1,1,1,0,4,-0.4,-11
25,553,60,2021-04-24,LAL,@,DAL,L 93-108,1,28:19,5,19,.263,0,6,.000,5,13,.385,.263,7,8,.875,2,1,3,3,0,0,1,0,17,8.1,-19
26,554,61,2021-04-26,LAL,@,ORL,W 114-103,1,31:22,8,15,.533,1,4,.250,7,11,.636,.567,1,2,.500,1,7,8,3,0,2,5,3,18,10.4,6
27,555,62,2021-04-28,LAL,@,WAS,L 107-116,1,31:04,10,20,.500,2,5,.400,8,15,.533,.550,4,6,.667,1,4,5,2,3,2,3,3,26,18.7,-13
28,556,63,2021-04-30,LAL,,SAC,L 106-110,1,34:11,9,19,.474,1,4,.250,8,15,.533,.500,3,3,1.000,1,10,11,3,0,5,2,4,22,18.0,-8
29,557,64,2021-05-02,LAL,,TOR,L 114-121,1,33:27,5,16,.313,0,3,.000,5,13,.385,.313,2,3,.667,1,8,9,7,3,1,1,1,12,12.7,-11
30,558,65,2021-05-03,LAL,,DEN,W 93-89,1,33:06,9,19,.474,1,2,.500,8,17,.471,.500,6,7,.857,1,6,7,1,0,3,4,1,25,15.8,3
31,559,66,2021-05-06,LAL,@,LAC,L 94-118,1,09:10,2,9,.222,0,1,.000,2,8,.250,.222,0,0,,0,1,1,0,0,0,1,1,4,-2.6,-10
32,560,67,2021-05-07,LAL,@,POR,L 101-106,1,39:04,12,23,.522,2,3,.667,10,20,.500,.565,10,15,.667,3,9,12,5,0,1,3,1,36,28.3,-11
33,561,68,2021-05-09,LAL,,PHO,W 123-110,1,40:46,13,27,.481,1,5,.200,12,22,.545,.500,15,17,.882,3,9,12,5,3,3,3,1,42,37.5,26
34,562,69,2021-05-11,LAL,,NYK,W 101-99 (OT),1,43:27,8,23,.348,0,1,.000,8,22,.364,.348,4,5,.800,0,6,6,4,1,0,3,2,20,8.5,7
34,,70,2021-05-12,LAL,,HOU,W 124-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,563,71,2021-05-15,LAL,@,IND,W 122-115,1,35:50,9,18,.500,1,4,.250,8,14,.571,.528,9,10,.900,2,8,10,5,2,0,1,1,28,26.5,9
36,564,72,2021-05-16,LAL,@,NOP,W 110-98,1,30:17,5,12,.417,0,3,.000,5,9,.556,.417,4,6,.667,0,5,5,1,1,0,1,0,14,9.0,12
,,,,,,,23-13,36,1161,301,613,.491,26,100,.260,275,513,.536,.512,158,214,.738,62,224,286,110,45,59,74,60,785,17.5,115
