Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
35,445,40,2019-01-05,NOP,@,CLE,W 133-98,1,28:35,.610,.500,14.8,26.7,21.5,13.6,6.9,6.1,5.7,27.1,139,85,22.7,6.9
36,446,41,2019-01-07,NOP,,MEM,W 114-95,1,35:29,.712,.700,3.9,39.6,23.1,16.2,2.8,8.5,7.3,34.9,133,88,33.7,15.7
37,447,42,2019-01-09,NOP,,CLE,W 140-124,1,36:47,.790,.676,23.7,21.7,22.6,28.9,2.6,9.0,4.0,27.9,175,112,44.7,20.7
38,448,43,2019-01-12,NOP,@,MIN,L 106-110,1,36:08,.578,.500,11.8,25.1,19.0,9.9,0.0,2.5,10.4,34.2,114,109,21.1,2.8
39,449,44,2019-01-14,NOP,@,LAC,W 121-117,1,38:54,.586,.500,10.8,32.3,19.9,18.8,3.6,2.5,2.5,40.3,128,105,39.3,15.8
40,450,45,2019-01-16,NOP,@,GSW,L 140-147,1,40:52,.508,.442,6.5,33.9,19.9,24.1,1.0,6.6,6.3,30.2,110,122,27.6,2.3
41,451,46,2019-01-18,NOP,@,POR,L 112-128,1,35:40,.606,.529,6.4,12.9,10.0,9.3,0.0,2.0,4.3,29.0,125,131,19.9,1.6
41,,47,2019-01-21,NOP,@,MEM,W 105-85,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,48,2019-01-23,NOP,,DET,L 94-98,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,49,2019-01-24,NOP,@,OKC,L 116-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,50,2019-01-26,NOP,,SAS,L 114-126,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,51,2019-01-29,NOP,@,HOU,W 121-116,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,52,2019-01-30,NOP,,DEN,L 99-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,53,2019-02-02,NOP,@,SAS,L 108-113,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,54,2019-02-04,NOP,,IND,L 107-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,55,2019-02-06,NOP,@,CHI,W 125-120,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,452,56,2019-02-08,NOP,,MIN,W 122-117,1,24:49,.806,.733,8.2,28.8,18.5,17.8,0.0,8.3,9.2,37.0,149,108,29.3,16.8
43,453,57,2019-02-09,NOP,@,MEM,L 90-99,1,33:58,.585,.500,5.4,44.0,23.3,29.9,3.0,4.8,14.3,17.5,120,92,18.4,10.7
44,454,58,2019-02-12,NOP,,ORL,L 88-118,1,24:00,.152,.111,0.0,26.1,12.0,0.0,0.0,9.5,0.0,17.7,33,112,0.2,-12.6
45,455,59,2019-02-14,NOP,,OKC,W 131-122,1,15:51,.595,.550,0.0,22.0,12.2,17.4,2.9,4.9,14.5,35.8,108,109,10.5,2.3
46,456,60,2019-02-22,NOP,@,IND,L 111-126,1,19:37,.550,.545,20.0,14.7,17.3,34.6,2.3,4.0,12.8,31.1,115,115,14.7,10.9
46,,61,2019-02-23,NOP,,LAL,W 128-115,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,457,62,2019-02-25,NOP,,PHI,L 110-111,1,20:51,.571,.571,8.1,16.7,12.3,18.0,4.2,9.9,6.0,30.2,112,91,16.9,12.8
48,458,63,2019-02-27,NOP,@,LAL,L 119-125,1,20:42,.698,.714,24.7,15.8,20.4,20.3,0.0,0.0,16.0,34.3,120,119,17.4,8.2
49,459,64,2019-03-01,NOP,@,PHO,W 130-116,1,21:18,.666,.682,6.1,30.3,20.3,19.8,4.1,11.3,23.9,31.5,105,91,15.5,5.7
49,,65,2019-03-02,NOP,@,DEN,W 120-112,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,460,66,2019-03-04,NOP,@,UTA,W 115-112,1,22:07,.536,.536,14.2,38.6,26.2,21.1,6.6,12.1,6.7,29.1,118,90,17.9,14.9
51,461,67,2019-03-06,NOP,,UTA,L 104-114,1,20:54,.563,.500,10.7,16.0,13.4,25.3,2.2,7.9,6.6,30.4,119,100,14.2,11.5
51,,68,2019-03-08,NOP,,TOR,L 104-127,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,462,69,2019-03-10,NOP,@,ATL,L 116-128,1,21:05,.750,.750,4.5,33.9,18.6,29.1,2.2,14.9,28.6,28.3,107,106,15.4,11.5
53,463,70,2019-03-12,NOP,,MIL,L 113-130,1,21:29,.591,.594,22.3,31.9,26.3,17.3,0.0,7.3,10.1,34.2,116,108,18.6,11.3
53,,71,2019-03-15,NOP,,POR,L 110-122,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
54,464,72,2019-03-16,NOP,,PHO,L 136-138 (OT),1,22:18,.588,.545,4.3,47.5,24.9,0.0,5.8,3.3,13.6,24.7,104,96,14.3,2.4
55,465,73,2019-03-18,NOP,@,DAL,W 129-125 (OT),1,20:55,.812,.773,10.1,18.4,14.5,44.1,2.2,3.6,19.6,29.7,136,105,19.9,19.0
55,,74,2019-03-20,NOP,@,ORL,L 96-119,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
56,466,75,2019-03-24,NOP,,HOU,L 90-113,1,20:50,.429,.429,22.2,27.4,24.5,9.5,2.5,6.2,6.7,31.0,96,113,11.0,1.3
56,,76,2019-03-26,NOP,,ATL,L 120-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,77,2019-03-28,NOP,,SAC,W 121-118,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,78,2019-03-31,NOP,,LAL,L 102-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,79,2019-04-03,NOP,,CHO,L 109-115,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,80,2019-04-05,NOP,@,PHO,L 126-133 (OT),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,81,2019-04-07,NOP,@,SAC,W 133-129,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,82,2019-04-09,NOP,,GSW,L 103-112,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
,,,,,,,25-31,56,1851,.597,.540,10.0,27.7,18.9,19.2,2.2,6.0,8.4,29.5,122,105,24.1,9.4
