Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
29,364,34,2017-12-27,NOP,,BRK,W 128-113,1,32:22,.733,.684,15.2,22.1,19.0,9.4,1.5,17.1,4.3,32.2,143,102,34.2,15.4
30,365,35,2017-12-29,NOP,,DAL,L 120-128,1,42:13,.647,.568,0.0,17.8,7.7,8.0,2.3,0.0,3.8,28.2,123,129,25.1,1.2
31,366,36,2017-12-30,NOP,,NYK,L 103-105,1,36:20,.529,.458,5.7,17.4,12.0,5.6,0.0,8.8,9.3,40.3,98,99,20.9,3.1
32,367,37,2018-01-03,NOP,@,UTA,W 108-98,1,40:48,.506,.442,12.7,31.6,22.6,16.8,3.6,2.3,6.5,33.6,111,93,25.0,5.9
33,368,38,2018-01-06,NOP,@,MIN,L 98-116,1,36:09,.546,.417,3.2,24.1,14.1,10.1,1.4,3.7,6.4,19.7,113,118,15.1,2.3
34,369,39,2018-01-08,NOP,,DET,W 112-109,1,26:46,.901,.893,10.0,32.6,22.4,7.3,0.0,2.7,0.0,27.8,182,110,29.4,19.6
34,,40,2018-01-10,NOP,@,MEM,L 102-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
35,370,41,2018-01-12,NOP,,POR,W 119-113,1,40:52,.727,.696,17.3,9.8,12.9,9.0,0.0,4.0,7.5,28.5,143,118,30.6,6.2
36,371,42,2018-01-14,NOP,@,NYK,W 123-118 (OT),1,49:42,.656,.600,13.9,26.7,20.1,0.0,3.8,5.1,9.9,33.6,128,98,41.4,10.4
37,372,43,2018-01-16,NOP,@,BOS,W 116-113 (OT),1,44:33,.554,.471,17.6,17.6,17.6,9.2,1.1,4.7,2.4,39.3,122,103,36.8,9.6
38,373,44,2018-01-17,NOP,@,ATL,L 93-94,1,37:52,.376,.250,3.2,16.5,10.3,11.7,1.4,5.2,0.0,13.4,99,103,8.6,-2.3
39,374,45,2018-01-20,NOP,,MEM,W 111-104,1,38:17,.636,.538,6.3,27.9,17.7,8.3,0.0,5.3,10.8,22.7,122,109,18.3,0.8
40,375,46,2018-01-22,NOP,,CHI,W 132-128 (2OT),1,42:47,.641,.609,6.5,17.7,11.2,24.2,2.2,2.2,7.0,28.1,128,104,28.4,7.3
41,376,47,2018-01-24,NOP,@,CHO,W 101-96,1,36:42,.522,.438,2.8,14.9,8.6,17.5,3.9,4.1,5.2,22.8,110,90,17.8,6.1
42,377,48,2018-01-26,NOP,,HOU,W 115-113,1,37:02,.529,.455,3.3,34.1,18.5,20.9,0.0,15.4,3.8,32.4,112,104,24.1,5.1
43,378,49,2018-01-28,NOP,,LAC,L 103-112,1,40:34,.561,.471,5.1,34.8,20.7,24.9,2.3,1.7,15.2,28.0,107,103,22.7,4.5
44,379,50,2018-01-30,NOP,,SAC,L 103-114,1,36:25,.564,.438,0.0,35.7,20.2,21.2,1.3,11.1,16.4,31.6,100,101,22.0,5.9
45,380,51,2018-02-02,NOP,@,OKC,W 114-100,1,37:44,.573,.544,0.0,24.9,13.7,0.0,3.7,2.1,11.8,48.4,94,88,25.3,2.4
46,381,52,2018-02-03,NOP,@,MIN,L 107-118,1,36:28,.590,.550,11.8,11.7,11.7,6.3,2.6,1.8,5.8,37.1,122,117,29.1,9.6
47,382,53,2018-02-05,NOP,,UTA,L 109-133,1,34:46,.422,.375,6.6,37.7,20.2,10.7,1.4,6.1,22.0,27.9,77,126,9.3,-7.9
48,383,54,2018-02-09,NOP,@,PHI,L 82-100,1,27:36,.344,.316,0.0,30.2,13.4,0.0,1.7,0.0,0.0,31.0,70,96,5.3,-3.3
49,384,55,2018-02-10,NOP,@,BRK,W 138-128 (2OT),1,49:46,.534,.500,8.3,24.0,16.6,7.0,5.9,6.4,6.8,37.3,110,92,36.3,9.5
50,385,56,2018-02-12,NOP,@,DET,W 118-103,1,36:41,.702,.646,2.6,20.7,12.2,5.1,1.2,4.4,6.9,32.2,129,94,30.9,13.1
51,386,57,2018-02-14,NOP,,LAL,W 139-117,1,33:06,.919,.889,10.4,40.5,25.6,13.9,4.1,4.3,4.2,29.0,182,100,45.4,23.6
52,387,58,2018-02-23,NOP,,MIA,W 124-123 (OT),1,41:08,.579,.515,8.9,29.9,19.2,9.9,5.5,7.2,4.9,39.4,118,89,41.4,16.4
53,388,59,2018-02-25,NOP,@,MIL,W 123-121 (OT),1,43:21,.486,.462,13.3,20.4,16.9,3.4,2.2,3.4,9.8,29.3,100,105,18.6,-1.1
54,389,60,2018-02-26,NOP,,PHO,W 125-116,1,38:42,.655,.552,21.6,24.3,23.0,16.1,1.1,8.5,2.4,41.9,141,99,50.1,18.3
55,390,61,2018-02-28,NOP,@,SAS,W 121-116,1,37:01,.577,.474,14.1,29.5,21.6,3.4,2.6,0.0,15.1,29.2,112,109,20.7,-0.2
56,391,62,2018-03-04,NOP,@,DAL,W 126-109,1,36:34,.542,.474,3.4,30.9,19.0,3.5,3.8,5.9,4.5,26.2,109,94,21.2,2.7
57,392,63,2018-03-06,NOP,@,LAC,W 121-116,1,37:18,.634,.613,6.9,24.7,15.5,10.7,3.5,7.1,11.0,39.3,107,97,33.2,9.7
58,393,64,2018-03-07,NOP,@,SAC,W 114-101,1,23:00,.743,.727,7.0,17.0,13.2,6.4,4.4,16.1,20.8,29.3,114,90,16.4,12.4
58,,65,2018-03-09,NOP,,WAS,L 97-116,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,394,66,2018-03-11,NOP,,UTA,L 99-116,1,40:04,.507,.432,5.0,24.0,14.2,11.9,3.6,18.7,7.5,28.6,103,101,27.0,11.8
60,395,67,2018-03-13,NOP,,CHO,W 119-115,1,38:48,.541,.500,7.3,30.9,18.2,10.3,2.4,9.2,9.5,32.7,108,100,26.8,5.3
61,396,68,2018-03-15,NOP,@,SAS,L 93-98,1,36:10,.495,.421,13.5,21.3,17.7,10.5,0.0,3.6,22.1,32.5,89,99,11.5,-4.3
62,397,69,2018-03-17,NOP,,HOU,L 101-107,1,36:03,.658,.611,3.4,34.0,20.1,5.1,0.0,2.6,9.2,28.9,121,111,20.7,4.7
63,398,70,2018-03-18,NOP,,BOS,W 108-89,1,32:33,.618,.583,3.7,30.7,18.4,21.7,1.5,2.4,3.5,40.8,118,89,28.5,12.0
64,399,71,2018-03-20,NOP,,DAL,W 115-105,1,35:14,.768,.762,0.0,23.7,12.7,9.9,0.0,5.0,4.0,32.1,144,109,30.9,14.0
65,400,72,2018-03-21,NOP,,IND,W 96-92,1,35:06,.780,.679,6.4,27.4,18.1,6.3,1.4,9.6,14.3,26.6,139,84,27.9,17.5
66,401,73,2018-03-22,NOP,,LAL,W 128-125,1,36:34,.676,.600,0.0,28.8,14.4,3.6,3.8,5.5,0.0,28.2,140,111,30.0,7.1
67,402,74,2018-03-24,NOP,@,HOU,L 91-114,1,30:09,.507,.477,5.8,24.5,13.5,7.2,3.0,13.8,3.9,34.8,104,96,20.1,10.5
68,403,75,2018-03-27,NOP,,POR,L 103-107,1,38:42,.676,.625,9.1,22.7,17.2,20.3,2.5,10.2,13.1,32.7,123,93,34.8,17.7
69,404,76,2018-03-30,NOP,@,CLE,L 102-107,1,36:32,.385,.316,3.1,21.4,12.2,11.2,1.4,4.0,4.6,27.9,86,107,10.6,-3.5
70,405,77,2018-04-01,NOP,,OKC,L 104-109,1,39:47,.572,.471,8.2,18.9,14.0,12.8,3.4,3.8,15.5,27.3,106,97,20.5,2.5
71,406,78,2018-04-04,NOP,,MEM,W 123-95,1,31:20,.748,.654,16.6,25.5,21.6,9.4,3.0,7.5,9.7,28.8,149,86,29.2,11.1
72,407,79,2018-04-06,NOP,@,PHO,W 122-103,1,34:17,.593,.522,2.9,25.9,15.0,14.2,2.6,6.9,0.0,31.7,131,89,29.6,12.3
73,408,80,2018-04-07,NOP,@,GSW,W 126-120,1,39:58,.599,.542,9.5,28.4,19.0,14.4,2.4,8.4,6.6,34.9,119,113,31.2,2.4
74,409,81,2018-04-09,NOP,@,LAC,W 113-100,1,35:07,.558,.500,2.6,11.8,7.4,9.4,2.7,8.4,3.8,32.2,110,93,24.3,5.7
75,410,82,2018-04-11,NOP,,SAS,W 122-98,1,35:29,.473,.444,14.6,28.6,22.8,3.3,3.9,8.0,17.7,33.2,90,82,17.0,-2.3
,,,,,,,45-30,75,2728,.612,.552,7.7,24.7,16.5,10.7,2.0,5.6,8.6,29.9,119,102,24.4,6.7
